Código,Posto,Mês/Ano,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
265,Recife (Alto da Brasileira),01/06/17,2.3,0.7,0,23.1,11.8,20.9,0,4.2,9.2,9.7,6.1,0,6.9,6.8,6.3,36.2,0,8.7,19.7,7.4,3.4,3.5,2.9,35.5,2.9,5.1,0,20.3,40.3,45.7,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/06/17,22.6,4.2,1.2,7.3,12,28,0,4.2,11,23.8,21.6,0,6.8,7,9.2,46,2.6,12,6,2.4,2.2,-,4.4,41,12,2,0,25,78.5,103,-,4721.2
378,Recife (Santo Amaro),01/06/17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/06/17,33.9,7,2.6,8.3,3.6,49.4,1,6.7,6.3,28.4,6.1,1.7,19.2,7.7,15.4,47.3,0.6,11,10.2,3.5,14.4,5.4,5.6,48.2,31.6,6.6,3,21.2,40.4,40.7,-,12109.2
265,Recife (Alto da Brasileira),01/07/17,19.8,2.9,9.7,11.8,12.5,25.9,1.5,18.5,5.1,8.7,0,8.9,0,8.8,0,0.8,0,7.9,1.6,9.8,83.1,28.4,22.4,3.8,2.6,0.9,7.3,25.2,26.3,0.9,2.3,10288.8
196,Recife (Codecipe / Santo Amaro),01/07/17,19,4.8,15,5.9,8,8.6,10,7,6,20.4,0,6.2,0,15.4,1.6,0,4.6,1,6.2,69,30.2,68,6,2,5.4,0.2,12,8.5,69,1.4,2.2,4721.2
378,Recife (Santo Amaro),01/07/17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/07/17,23.3,14.3,7,10.3,19,29.4,11.8,14.2,14.2,20.7,0.8,3.4,0.2,5.8,3.4,2,7.5,1.8,1,26.3,81.6,42.1,10.7,8.5,16.8,2.3,11.2,64.9,17.8,10.1,3.8,12109.2
265,Recife (Alto da Brasileira),01/08/17,13.8,0,1.7,0,0,0,1.2,0,0.6,0,0.7,0,0,5.5,0,0,0,14.2,8.7,0,3.8,1.3,11.8,1.3,0,8.2,18.6,5.6,1.1,2.1,0,10288.8
196,Recife (Codecipe / Santo Amaro),01/08/17,16.8,5.6,3.1,0,0,0,0,3,0,0,0,0,1,5,0,0,0.6,26.1,16.6,0,0,8,15,0,2.2,15,-,32,0.2,0.5,0,4721.2
378,Recife (Santo Amaro),01/08/17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/08/17,7.8,15.3,7.2,0,0,0,5.6,0.4,1.4,0,0,0,1.4,2.3,0,0,0,9.8,21.7,1.8,0,3,8.8,1.2,0.2,11.2,10,0,0,0,0,12109.2
265,Recife (Alto da Brasileira),01/09/17,0,0,2.8,1,0,3.2,0,8.7,0,5.3,0,7.7,1.6,3.4,4.3,2.4,6.9,2.7,0,2.1,1.1,0,5.3,0,0,2.9,0,1.9,0,0,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/09/17,0,0,7.2,0.8,0,1.7,0.6,11.2,1.5,1,0,6,1.4,4.1,2,0,3.4,0.2,0.8,-,0,0,2,0.8,10,1.1,2.5,0,0,0,-,4721.2
378,Recife (Santo Amaro),01/09/17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/09/17,0,0.4,7,2,0,3.2,1.4,5.6,5.8,3.1,0.6,6,7,2.7,2,5.8,3.6,4.6,1.2,10.3,3.4,0,0,1.8,0.4,1,0.7,1.8,2.4,0,-,12109.2
265,Recife (Alto da Brasileira),01/10/17,0,0,0,0,1.6,3.2,0,0,6.7,0,2.4,0,0,0,0,0,0,1.9,0,3.2,0,8.4,0,13.2,0,3.8,0,0,0,0,9.9,10288.8
196,Recife (Codecipe / Santo Amaro),01/10/17,0,0,0,0,0,0,0,0,0,1,1.2,0.2,0,0,0,0,0,0.2,0,0,5.1,0,1,8.6,1,0,0,0,0,0,0,4721.2
378,Recife (Santo Amaro),01/10/17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/10/17,0.2,0,0,0.6,5,1.6,0.6,1.6,8,1.2,1.6,0.6,0,0.2,0,0,7,3.2,1.4,8,2,1.6,2.3,9,1,2.7,0.6,0,0,0,0,12109.2
265,Recife (Alto da Brasileira),01/11/17,0,0,0,0,0,0,0,0,0,0,5.7,0.4,0,0,0,0,2.1,1.6,0.4,0,0,0,0,0,0,0,0,0,0,0,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/11/17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,-,4721.2
378,Recife (Santo Amaro),01/11/17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/11/17,0,0,0,0,0,0,0,1,0.2,0,1.2,0,0,0,2.4,1.6,3.4,0.8,0,0,0,0,0,0,4,0,0,0,0,0.2,-,12109.2
265,Recife (Alto da Brasileira),01/12/17,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0.5,4.3,2.1,0,7.9,7.5,0.3,0.9,0,0,0,0,0,10288.8
196,Recife (Codecipe / Santo Amaro),01/12/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,14.2,0.2,0,1.7,3.2,0,0,0,0,0,0,0,4721.2
378,Recife (Santo Amaro),01/12/17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/12/17,1.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,10.8,0.6,0.3,3.4,8.2,0,4,0.3,0,0,0,0,12109.2
265,Recife (Alto da Brasileira),01/01/18,0,0,0,0,0,0,0,0,0,7.9,5.3,0,0,7.1,0,0.7,0,5.4,4.5,56.2,3.3,0.7,1.2,12.6,0,0.5,4.5,0,3,0,0,10288.8
196,Recife (Codecipe / Santo Amaro),01/01/18,0,0,0,0,0,0,0,0,0,7,7.6,0,0,0,0,0,1,0.6,10.3,37,0.2,0.2,4,1,0,9.1,0,0,0,0,0,4721.2
378,Recife (Santo Amaro),01/01/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/01/18,0,0,0,0,0,1,0,9.6,0,23.4,3.6,0.2,0.2,3.2,2.6,1.2,0,13.4,30.4,46.6,3,0.8,3.8,6.2,2.4,0,0.6,0,1.2,0.2,0,12109.2
265,Recife (Alto da Brasileira),01/02/18,0,0,0,0,0,0,0,0,9.9,0,0,0,0,10,17.1,3.3,0.7,11.5,39.7,0,33.9,0,0,0,0,0,0,0,-,-,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/02/18,0,0,0,0,0,0,0,0,27.8,0,20.4,0,6.2,12.2,0,0,1.3,20.7,11,18.6,10.6,0,0,0,0,3.8,3.8,0,-,-,-,4721.2
378,Recife (Santo Amaro),01/02/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/02/18,0,0,0,0,0,0,0,0,20.6,5.4,0.4,0.6,2.1,13,13.4,1.2,4,8.6,11.6,6.8,29.2,0,1,0.3,1.4,0,0,0.2,-,-,-,12109.2
265,Recife (Alto da Brasileira),01/03/18,0.7,0,0,0,1.9,29.3,3.7,0,0,0,0,0,0,0,3.8,0.5,0,0,0,0,0,0,1.4,0,8.5,0.8,3.4,8.3,41,41.8,9.6,10288.8
196,Recife (Codecipe / Santo Amaro),01/03/18,8.4,1.6,0,0.6,1,54,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.4,4.6,1.4,1.8,19.6,37,13.5,4721.2
378,Recife (Santo Amaro),01/03/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/03/18,1,0,0.6,0,2,13.8,0.2,0,0,0,0,0,0,0,8.2,7.3,0,0,0,1.4,0,0,2.6,2,23.2,8.3,0,7.8,14.2,24,4,12109.2
265,Recife (Alto da Brasileira),01/04/18,6.7,41.9,0,0,0.8,4.6,31.5,82.9,0,0.7,27.8,22.3,23.5,5,3.6,11.1,3.7,3.2,3.8,17.9,7.5,38.1,59,10.1,29.1,3.2,0,0.5,1.3,43.9,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/04/18,6.8,13.7,0,0,9.8,0,82.2,13.9,9.8,0,55,38,24,0.6,28,15,3.8,0.6,8.2,28,21,30.4,57.4,36,18.5,0,0.6,12,1.1,34,-,4721.2
378,Recife (Santo Amaro),01/04/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/04/18,3.2,24,3.6,0,1,5.6,71.3,18,0,1,41,1.2,26.9,11.4,12.4,14.4,4.2,7.4,7.6,21.3,8.6,48.6,60.1,11,24.8,2,0,1,1,33.8,-,12109.2
265,Recife (Alto da Brasileira),01/05/18,7.4,3.3,7.4,9.5,3.7,25.5,0,0,1.3,0.7,0,9.8,1.3,1.1,12.1,2.5,14.5,2.8,1.7,0,0,0,0,4.1,1.3,9.1,1.5,0,0.8,1.2,9.8,10288.8
196,Recife (Codecipe / Santo Amaro),01/05/18,0,0,0,15.6,9.2,15,1,0,1.6,1.2,2,0.5,0,0,11,0.8,21.2,0,6,0,0,0.1,0,8.5,1.8,0,0,0.4,0.4,0,10,4721.2
378,Recife (Santo Amaro),01/05/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/05/18,0.6,1,12.2,7.4,15.8,38,0.2,0,0,1.2,11.6,24.8,1.6,0.4,10.6,5.6,21.4,2.9,0.5,0,0.2,0.2,2,-,15.1,0,1,3.2,1.6,0.3,3.7,12109.2
265,Recife (Alto da Brasileira),01/06/18,0,0,0,0.5,0.5,0,11.7,9.1,1.4,0,1.4,0,0,3.1,3.7,3.2,0.5,14.8,1.4,24.9,0,0,0,1.2,12.2,0.3,11.3,10.3,3,0.2,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/06/18,0,1,3.9,0,2.1,1.2,13.4,4.9,0,0,0,0,0,1.4,5.9,0,1.8,19.8,5.9,25,0,1.6,0,0,7.8,2.8,5.2,4,2.5,2,-,4721.2
378,Recife (Santo Amaro),01/06/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/06/18,0.2,0.4,9.5,2.6,1.8,0.4,22.2,4,0,0,1.2,0,0,4,1.9,4.4,0,23.8,0.6,18.6,0.4,0.6,0,-,2.6,0.8,11.8,8.4,13.2,0.2,-,12109.2
265,Recife (Alto da Brasileira),01/07/18,0,7.4,6.9,0,0,1.6,6.1,0,0.6,0,2.8,9.2,2.4,0,0,0,0,9,9.3,7.9,8,0,0.4,1,0,1.1,2.7,13.5,3.2,0,4.2,10288.8
196,Recife (Codecipe / Santo Amaro),01/07/18,0,0,5.4,0.6,0.6,0,12,0,0,0,0,2.8,2.8,0,0,0,0,10,0,12.2,1,0,0,0,3.2,0,6.8,3.4,0,0,10.8,4721.2
378,Recife (Santo Amaro),01/07/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/07/18,0,8.9,5.8,0.4,0,11.2,4.3,0,0.6,0,1.8,2.6,0,0.6,0,0,3.2,15,0,8,0.2,0,0.4,2.6,1.8,3.6,4,11.9,0,0.3,7,12109.2
265,Recife (Alto da Brasileira),01/08/18,11.9,2.3,0.7,0,0,0,2.6,0.6,0.9,5.3,0,0,0,0.3,0,0,0,0,0,0,2.6,4.6,0,0,7.5,3,0,8.9,5.1,3.7,2,10288.8
196,Recife (Codecipe / Santo Amaro),01/08/18,0,0,0,0,0,0,4,0,1.8,2.1,0,1.6,4,0,0,0,0,0,0,0,2.2,0.3,0,2.2,10.8,0,0,18.4,2.4,10,9.6,4721.2
378,Recife (Santo Amaro),01/08/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/08/18,7,2.4,0,0,0,0,10.6,1.8,3.2,4.6,0,0.8,0.6,0.2,0,5.2,0,0,0,0.8,6.8,0.8,0.8,0,15,5,0.6,9.4,19.4,5.8,4.7,12109.2
265,Recife (Alto da Brasileira),01/09/18,0,9.9,2.2,0,0,0,0.6,0,0.6,0,4.1,0,0,0,0,1.3,0,0,2.1,0.3,9,0,0,3.1,0,0,0,0.9,4,0,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/09/18,0.6,19.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,7.3,-,4721.2
378,Recife (Santo Amaro),01/09/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/09/18,0,18.9,0,0,0,0,0,0,4.2,0,0,0.4,0,0,0.4,6,1.4,0.8,3,1,2.6,0,0,0.8,0.2,0,0,7,3.6,0,-,12109.2
265,Recife (Alto da Brasileira),01/10/18,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,10288.8
196,Recife (Codecipe / Santo Amaro),01/10/18,0,0,0,1.8,0,0,0,2.2,0,0,0,0,0,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,4721.2
378,Recife (Santo Amaro),01/10/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/10/18,0,0,0,1,0,0,2,6.1,0,0,0,0,0,0,0,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,12109.2
265,Recife (Alto da Brasileira),01/11/18,0,0,0,0,0,0,0,13.1,2.7,0,0,0,0,0,0,0,0,0,1.3,0,7.5,0.2,0,9.1,0,1.2,5.8,5.6,0,0,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/11/18,0.4,0,0,0,0,0,0,17.4,1.6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8.3,8.4,8.3,0,10.2,0,0,-,4721.2
378,Recife (Santo Amaro),01/11/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/11/18,0,0,0,0,0,0,0,9.2,0,0,0,0,0.2,0.4,0,0,0,0,0,1.4,0.4,0.4,0,3,4.2,3,7.8,7.2,0,0.2,-,12109.2
265,Recife (Alto da Brasileira),01/12/18,0,0,0.3,0,0,0,0,0,0,10,0,1.9,0.3,3.1,0,0,12.4,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,10288.8
196,Recife (Codecipe / Santo Amaro),01/12/18,0,0,0,0,0,0,0,0,0,10.4,0,3,0,0,0,0,0,15,0,0,0,0,3.7,0,0,0,0,3,0,0,0,4721.2
378,Recife (Santo Amaro),01/12/18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/12/18,0.4,0,0,0,0,6.2,0,0,0,39.6,0.4,4.6,0,0,0.2,0,14.6,3.4,0.2,0,0,0.7,1.2,0,0,0,0,2.2,0,0,0.8,12109.2
265,Recife (Alto da Brasileira),01/01/19,0,1,0,0,0,0,9.1,9.8,12.8,1.9,1.3,2,20,0.6,0,0,0,2.6,0,0,0,0,13.5,0,0,0,0,1.3,0,0,0,10288.8
196,Recife (Codecipe / Santo Amaro),01/01/19,0,3,0,0,0,0,14,4.6,9.2,0,3,10.2,1.2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4.2,60,0,0,4721.2
378,Recife (Santo Amaro),01/01/19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/01/19,0,0.8,0,0,0,1.2,15.8,6.4,3.4,0,2.8,9.6,20.5,1.4,0,0,0.2,0,0.6,2.1,0,1.2,11.4,0.6,0,1,0,10,52.3,0.4,1.8,12109.2
265,Recife (Alto da Brasileira),01/02/19,0,0,3.2,3.4,2.7,-,-,-,-,-,0.6,2.3,1.7,2.1,0,0.8,5.9,13.8,0.5,0,0,3.8,0,0,0.4,0,0.7,0,-,-,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/02/19,0,0.3,2.4,1.9,4,42,3.8,0,0,0,0,0,5,19.8,0,0,0,0,0,4.6,0,6.2,0,1.4,0,0,0,1.2,-,-,-,4721.2
378,Recife (Santo Amaro),01/02/19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/02/19,0.1,3.6,6.2,4.2,13.8,48,0.3,0,0,0,0.6,0,3.6,13.4,0.7,0.6,8,5.8,1,0,1,0,0,0,0,0.2,0,0,-,-,-,12109.2
265,Recife (Alto da Brasileira),01/03/19,0,7.9,0,7.4,3.6,0.3,0,0,0,0,2.4,0,1.5,0,0.9,0,0,5.1,0,0,0,0,0,0,0.7,8.2,6.8,38.3,5.7,8.5,9.7,10288.8
196,Recife (Codecipe / Santo Amaro),01/03/19,4.8,19.8,3.2,7,9.4,0,0,0,0,0,0,1,0,0,6,0,0,2.6,14.2,0,0,0,0,0,7.6,2,14.2,24.3,0,5.8,11.2,4721.2
378,Recife (Santo Amaro),01/03/19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/03/19,0,4.7,0,3,4.8,8,0.2,1.5,0,0,0,0.6,7.8,2,3,0.6,0,24.4,0,0,0,0,1.4,0,0,3.6,38.4,26.7,4,16.2,9,12109.2
265,Recife (Alto da Brasileira),01/04/19,0,34.8,5.4,5.7,0,0,0,0,4.4,0,0,4.9,44.3,0,0,0,16.2,0.7,0,1.6,36.9,0.5,1.7,16,10.9,4.5,0,0.4,13.7,11.7,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/04/19,5,16.4,9.2,1,0,0,2.2,3.2,2.2,9.2,0,11,58.4,8.4,0,0,7,0,0,2.6,29,0.8,4.3,4.2,3.4,11,2.1,0,1.4,10.8,-,4721.2
378,Recife (Santo Amaro),01/04/19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/04/19,41.8,28.6,4.8,2.2,0,1.2,1,21.7,0,-,0,15.8,30.6,0.2,0,0,5,0,0,7.4,30.9,0,10,31.2,17.2,1.6,0.4,0,0,29.4,-,12109.2
265,Recife (Alto da Brasileira),01/05/19,0,6.3,0,5.2,0.4,0.9,0,3.7,50,8.9,9.1,0,1.2,0,0,0.7,0,0.5,8.5,2.9,36.8,3.4,0.8,0.4,0,0,17.1,3.8,0,17.5,19,10288.8
196,Recife (Codecipe / Santo Amaro),01/05/19,6.9,2,0,1.6,0,0,0,6.1,16.2,2.3,0,0,0,0,0,0,0,0,0,0.1,23.6,11,11,0,0,0,25.6,11.5,1.6,9.2,6,4721.2
378,Recife (Santo Amaro),01/05/19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/05/19,2.4,7.6,0,0,0.8,0,0,4.7,34.8,-,10,0,0,0,0,1.4,1.4,0,17.6,0,26,0.6,6.7,4,0,0.2,28,10,27,21.8,0,12109.2
265,Recife (Alto da Brasileira),01/06/19,3.7,0.5,0,3.9,0,0,0,0,1.9,0,12.6,0,50.6,135.3,0,2.3,71.4,82.5,0.9,1.5,0,0,0,3.2,2.4,0,8.4,4.1,16,4.2,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/06/19,0.4,0,0,10.1,0,4,0,0,0.1,0,10.1,4.2,29,174,6,5.6,119,69.2,0,2,0,0,0,6.4,2.6,2.9,11,0,7.2,2.6,-,4721.2
378,Recife (Santo Amaro),01/06/19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/06/19,6,7.2,0,6.5,1,0,1,0,4.4,0.2,4.4,4.4,66.4,147.2,0.5,5,90.4,53.6,1.7,4.8,0,0,5,1.2,4.2,0.8,15.4,5.3,19,7.2,-,12109.2
265,Recife (Alto da Brasileira),01/07/19,17.1,6.2,1.2,14.8,1,0,0,10,2.3,0,8.9,0,11.4,13,23.8,0,0,0,12.2,11.8,34.9,13.6,77.9,122.3,34.4,5.3,-,-,-,-,-,10288.8
196,Recife (Codecipe / Santo Amaro),01/07/19,12,6,2.2,7.2,2.2,0,0,3.2,2,0.4,7.2,0,18.8,20,18,0,0,0,6.1,12,23.2,9.8,61.6,146,26,1.4,-,-,-,-,-,4721.2
378,Recife (Santo Amaro),01/07/19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
30,Recife (Várzea),01/07/19,8.8,2,2,8.8,7.8,0,0,2.5,4.3,-,14.2,0.2,27.4,15,11.8,0,0,-,17.2,13.4,-,19,44.4,-,13,12,-,-,-,-,-,12109.2
